Institute,Department,Category,Round,Opening Rank,Closing Rank
IIT Patna,CE,GEN-EWS,3,6057,8049
IIT Patna,CE,OBC-NCL,3,7089,8563
IIT Patna,CE,SC,3,12481,14233
IIT Patna,CE,ST,3,15004,15681
IIT Patna,ME,GEN,3,4081,5322
IIT Patna,ME,GEN-EWS,3,4789,5812
IIT Patna,ME,OBC-NCL,3,5565,7473
IIT Patna,ME,SC,3,9977,10672
IIT Patna,ME,ST,3,12094,12625
IIT Roorkee,CSE,GEN,3,499,1069
IIT Roorkee,CSE,GEN-EWS,3,570,2015
IIT Roorkee,CSE,OBC-NCL,3,647,2398
IIT Roorkee,CSE,SC,3,1247,3043
IIT Roorkee,CSE,ST,3,1451,2589
IIT Roorkee,ECE,GEN,3,1906,3857
IIT Roorkee,ECE,GEN-EWS,3,2499,3150
IIT Roorkee,ECE,OBC-NCL,3,2814,3508
IIT Roorkee,ECE,SC,3,4985,6929
IIT Roorkee,ECE,ST,3,6070,7012
IIT Roorkee,EE,GEN,3,3001,3869
IIT Roorkee,EE,GEN-EWS,3,3665,5260
IIT Roorkee,EE,OBC-NCL,3,4137,4856
IIT Roorkee,EE,SC,3,7491,8548
IIT Roorkee,EE,ST,3,8914,9867
IIT Roorkee,CE,GEN,3,5042,6855
IIT Roorkee,CE,GEN-EWS,3,5993,7859
IIT Roorkee,CE,OBC-NCL,3,6945,8852
IIT Roorkee,CE,SC,3,12579,13219
IIT Roorkee,CE,ST,3,14960,15585
IIT Roorkee,ME,GEN,3,3947,5049
IIT Roorkee,ME,GEN-EWS,3,4805,5961
IIT Roorkee,ME,OBC-NCL,3,5585,6155
IIT Roorkee,ME,SC,3,9971,11529
IIT Roorkee,ME,ST,3,11906,12426
IIT Ropar,CSE,GEN,3,542,1746
IIT Ropar,CSE,GEN-EWS,3,595,1950
IIT Ropar,CSE,OBC-NCL,3,710,1835
IIT Ropar,CSE,SC,3,1206,1801
IIT Ropar,CSE,ST,3,1411,2432
IIT Ropar,ECE,GEN,3,2087,2697
IIT Ropar,ECE,GEN-EWS,3,2357,4215
IIT Ropar,ECE,OBC-NCL,3,2798,3962
IIT Ropar,ECE,SC,3,5059,6200
IIT Ropar,ECE,ST,3,6002,7216
IIT Ropar,EE,GEN,3,2966,4024
IIT Ropar,EE,GEN-EWS,3,3611,4166
IIT Ropar,EE,OBC-NCL,3,4300,5494
IIT Ropar,EE,SC,3,7589,8563
IIT Ropar,EE,ST,3,8982,10734
IIT Ropar,CE,GEN,3,4908,5478
IIT Ropar,CE,GEN-EWS,3,6056,6716
IIT Ropar,CE,OBC-NCL,3,6906,8884
IIT Ropar,CE,SC,3,12426,14412
IIT Ropar,CE,ST,3,14916,15615
IIT Ropar,ME,GEN,3,4014,5194
IIT Ropar,ME,GEN-EWS,3,4760,5273
IIT Ropar,ME,OBC-NCL,3,5687,6515
IIT Ropar,ME,SC,3,10021,12000
IIT Ropar,ME,ST,3,11928,12990
IIT Tirupati,CSE,GEN,3,476,1347
IIT Tirupati,CSE,GEN-EWS,3,616,1388
IIT Tirupati,CSE,OBC-NCL,3,747,2657
IIT Tirupati,CSE,SC,3,1227,2233
IIT Tirupati,CSE,ST,3,1587,3064
IIT Tirupati,ECE,GEN,3,1954,3327
IIT Tirupati,ECE,GEN-EWS,3,2448,3325
IIT Tirupati,ECE,OBC-NCL,3,2742,4493
IIT Tirupati,ECE,SC,3,4982,6373
IIT Tirupati,ECE,ST,3,6096,7653
IIT Tirupati,EE,GEN,3,3035,3559
IIT Tirupati,EE,GEN-EWS,3,3548,5389
IIT Tirupati,EE,OBC-NCL,3,4295,5195
IIT Tirupati,EE,SC,3,7514,8639
IIT Tirupati,EE,ST,3,9087,10832
IIT Tirupati,CE,GEN,3,4987,6583
IIT Tirupati,CE,GEN-EWS,3,5929,7630
IIT Tirupati,CE,OBC-NCL,3,7053,8924
IIT Tirupati,CE,SC,3,12532,14295
IIT Tirupati,CE,ST,3,15091,16007
IIT Tirupati,ME,GEN,3,4000,4868
IIT Tirupati,ME,GEN-EWS,3,4740,5244
IIT Tirupati,ME,OBC-NCL,3,5572,6445
IIT Tirupati,ME,SC,3,10000,11651
IIT Tirupati,ME,ST,3,11937,13307
IIT Bhilai,CSE,GEN,4,460,1599
IIT Bhilai,CSE,GEN-EWS,4,519,1586
IIT Bhilai,CSE,OBC-NCL,4,630,1721
IIT Bhilai,CSE,SC,4,1164,2751
IIT Bhilai,CSE,ST,4,1504,2976
IIT Bhilai,ECE,GEN,4,2029,3241
IIT Bhilai,ECE,GEN-EWS,4,2338,4111
IIT Bhilai,ECE,OBC-NCL,4,2834,4757
IIT Bhilai,ECE,SC,4,5076,7062
IIT Bhilai,ECE,ST,4,6052,6701
IIT Bhilai,EE,GEN,4,2968,4678
IIT Bhilai,EE,GEN-EWS,4,3623,5288
IIT Bhilai,EE,OBC-NCL,4,4119,6024
IIT Bhilai,EE,SC,4,7524,8989
IIT Bhilai,EE,ST,4,9026,9799
IIT Bhilai,CE,GEN,4,5020,6673
IIT Bhilai,CE,GEN-EWS,4,5930,7487
IIT Bhilai,CE,OBC-NCL,4,7053,7789
IIT Bhilai,CE,SC,4,12481,14272
IIT Bhilai,CE,ST,4,14957,15526
IIT Bhilai,ME,GEN,4,3911,5838
IIT Bhilai,ME,GEN-EWS,4,4794,5591
IIT Bhilai,ME,OBC-NCL,4,5583,6477
IIT Bhilai,ME,SC,4,9966,10648
IIT Bhilai,ME,ST,4,12010,13816
IIT Bhubaneswar,CSE,GEN,4,447,2108
IIT Bhubaneswar,CSE,GEN-EWS,4,583,1773
IIT Bhubaneswar,CSE,OBC-NCL,4,771,1882
IIT Bhubaneswar,CSE,SC,4,1341,3283
IIT Bhubaneswar,CSE,ST,4,1571,3353
IIT Bhubaneswar,ECE,GEN,4,2096,2733
IIT Bhubaneswar,ECE,GEN-EWS,4,2449,3000
IIT Bhubaneswar,ECE,OBC-NCL,4,2737,4497
IIT Bhubaneswar,ECE,SC,4,5038,6384
IIT Bhubaneswar,ECE,ST,4,6029,6843
IIT Bhubaneswar,EE,GEN,4,2902,4008
IIT Bhubaneswar,EE,GEN-EWS,4,3670,4233
IIT Bhubaneswar,EE,OBC-NCL,4,4130,5454
IIT Bhubaneswar,EE,SC,4,7500,8832
IIT Bhubaneswar,EE,ST,4,8906,10201
IIT Bhubaneswar,CE,GEN,4,4977,5792
IIT Bhubaneswar,CE,GEN-EWS,4,6017,7192
IIT Bhubaneswar,CE,OBC-NCL,4,7018,8450
IIT Bhubaneswar,CE,SC,4,12406,14075
IIT Bhubaneswar,CE,ST,4,15019,15975
IIT Bhubaneswar,ME,GEN,4,4050,4594
IIT Bhubaneswar,ME,GEN-EWS,4,4865,5582
IIT Bhubaneswar,ME,OBC-NCL,4,5691,6228
IIT Bhubaneswar,ME,SC,4,9907,10739
IIT Bhubaneswar,ME,ST,4,11975,12617
IIT Bombay,CSE,GEN,4,459,2429
IIT Bombay,CSE,GEN-EWS,4,555,1492
IIT Bombay,CSE,OBC-NCL,4,729,1236
IIT Bombay,CSE,SC,4,1202,2816
IIT Bombay,CSE,ST,4,1531,2415
IIT Bombay,ECE,GEN,4,1984,2485
IIT Bombay,ECE,GEN-EWS,4,2310,4157
IIT Bombay,ECE,OBC-NCL,4,2782,4181
IIT Bombay,ECE,SC,4,5091,6039
IIT Bombay,ECE,ST,4,6067,7647
IIT Bombay,EE,GEN,4,3069,3625
IIT Bombay,EE,GEN-EWS,4,3553,4516
IIT Bombay,EE,OBC-NCL,4,4162,5651
IIT Bombay,EE,SC,4,7596,8264
IIT Bombay,EE,ST,4,8991,9826
IIT Bombay,CE,GEN,4,4940,6249
IIT Bombay,CE,GEN-EWS,4,6035,7422
IIT Bombay,CE,OBC-NCL,4,7069,8658
IIT Bombay,CE,SC,4,12496,13473
IIT Bombay,CE,ST,4,14985,16757
IIT Bombay,ME,GEN,4,4075,5069
IIT Bombay,ME,GEN-EWS,4,4857,6507
IIT Bombay,ME,OBC-NCL,4,5543,6478
IIT Bombay,ME,SC,4,9976,11027
IIT Bombay,ME,ST,4,11921,13652
IIT Delhi,CSE,GEN,4,483,1298
IIT Delhi,CSE,GEN-EWS,4,539,2447
IIT Delhi,CSE,OBC-NCL,4,780,2628
IIT Delhi,CSE,SC,4,1217,1840
IIT Delhi,CSE,ST,4,1474,2487
IIT Delhi,ECE,GEN,4,1967,2894
IIT Delhi,ECE,GEN-EWS,4,2405,2969
IIT Delhi,ECE,OBC-NCL,4,2852,3520
IIT Delhi,ECE,SC,4,5039,6081
IIT Delhi,ECE,ST,4,6088,6852
IIT Delhi,EE,GEN,4,3049,4498
IIT Delhi,EE,GEN-EWS,4,3601,4538
IIT Delhi,EE,OBC-NCL,4,4293,5852
IIT Delhi,EE,SC,4,7573,8416
IIT Delhi,EE,ST,4,8964,10509
IIT Delhi,CE,GEN,4,4962,6083
IIT Delhi,CE,GEN-EWS,4,5928,7169
IIT Delhi,CE,OBC-NCL,4,6907,8818
IIT Delhi,CE,SC,4,12432,14107
IIT Delhi,CE,ST,4,15064,15755
IIT Delhi,ME,GEN,4,3909,4903
IIT Delhi,ME,GEN-EWS,4,4812,5465
IIT Delhi,ME,OBC-NCL,4,5698,6980
IIT Delhi,ME,SC,4,10007,10691
IIT Delhi,ME,ST,4,11979,13941
IIT Dharwad,CSE,GEN,4,541,2071
IIT Dharwad,CSE,GEN-EWS,4,605,1455
IIT Dharwad,CSE,OBC-NCL,4,736,1653
IIT Dharwad,CSE,SC,4,1151,2527
IIT Dharwad,CSE,ST,4,1410,2524
IIT Dharwad,ECE,GEN,4,1915,3817
IIT Dharwad,ECE,GEN-EWS,4,2490,4006
IIT Dharwad,ECE,OBC-NCL,4,2860,4327
IIT Dharwad,ECE,SC,4,4922,6485
IIT Dharwad,ECE,ST,4,6059,8012
IIT Dharwad,EE,GEN,4,3083,4701
IIT Dharwad,EE,GEN-EWS,4,3579,4864
IIT Dharwad,EE,OBC-NCL,4,4178,5550
IIT Dharwad,EE,SC,4,7405,9339
IIT Dharwad,EE,ST,4,9082,10648
IIT Dharwad,CE,GEN,4,4943,6581
IIT Dharwad,CE,GEN-EWS,4,6071,7940
IIT Dharwad,CE,OBC-NCL,4,6925,8776
IIT Dharwad,CE,SC,4,12516,14209
IIT Dharwad,CE,ST,4,15000,16681
IIT Dharwad,ME,GEN,4,4091,5423
IIT Dharwad,ME,GEN-EWS,4,4756,5893
IIT Dharwad,ME,OBC-NCL,4,5607,6251
IIT Dharwad,ME,SC,4,10011,11070
IIT Dharwad,ME,ST,4,12031,13275
IIT Dhanbad (ISM),CSE,GEN,4,534,2318
IIT Dhanbad (ISM),CSE,GEN-EWS,4,593,1626
IIT Dhanbad (ISM),CSE,OBC-NCL,4,693,1395
IIT Dhanbad (ISM),CSE,SC,4,1262,2361
IIT Dhanbad (ISM),CSE,ST,4,1557,2437
IIT Dhanbad (ISM),ECE,GEN,4,1966,2727
IIT Dhanbad (ISM),ECE,GEN-EWS,4,2369,4132
IIT Dhanbad (ISM),ECE,OBC-NCL,4,2873,3898
IIT Dhanbad (ISM),ECE,SC,4,4932,6814
IIT Dhanbad (ISM),ECE,ST,4,6075,7503
IIT Dhanbad (ISM),EE,GEN,4,2923,3558
IIT Dhanbad (ISM),EE,GEN-EWS,4,3699,4957
IIT Dhanbad (ISM),EE,OBC-NCL,4,4214,4860
IIT Dhanbad (ISM),EE,SC,4,7479,9339
IIT Dhanbad (ISM),EE,ST,4,9061,10169
IIT Dhanbad (ISM),CE,GEN,4,4978,6930
IIT Dhanbad (ISM),CE,GEN-EWS,4,5949,7297
IIT Dhanbad (ISM),CE,OBC-NCL,4,6916,8871
IIT Dhanbad (ISM),CE,SC,4,12465,13037
IIT Dhanbad (ISM),CE,ST,4,14973,16712
IIT Dhanbad (ISM),ME,GEN,4,3921,5710
IIT Dhanbad (ISM),ME,GEN-EWS,4,4833,5967
IIT Dhanbad (ISM),ME,OBC-NCL,4,5587,7176
IIT Dhanbad (ISM),ME,SC,4,10080,11339
IIT Dhanbad (ISM),ME,ST,4,12088,12739
IIT Gandhinagar,CSE,GEN,4,477,2097
IIT Gandhinagar,CSE,GEN-EWS,4,607,1260
IIT Gandhinagar,CSE,OBC-NCL,4,620,2298
IIT Gandhinagar,CSE,SC,4,1184,1952
IIT Gandhinagar,CSE,ST,4,1592,2463
IIT Gandhinagar,ECE,GEN,4,2062,2769
IIT Gandhinagar,ECE,GEN-EWS,4,2300,3899
IIT Gandhinagar,ECE,OBC-NCL,4,2750,3518
IIT Gandhinagar,ECE,SC,4,4907,6177
IIT Gandhinagar,ECE,ST,4,6031,7161
IIT Gandhinagar,EE,GEN,4,3013,4997
IIT Gandhinagar,EE,GEN-EWS,4,3654,4611
IIT Gandhinagar,EE,OBC-NCL,4,4168,5620
IIT Gandhinagar,EE,SC,4,7484,9289
IIT Gandhinagar,EE,ST,4,9016,9617
IIT Gandhinagar,CE,GEN,4,5054,6818
IIT Gandhinagar,CE,GEN-EWS,4,6052,7144
IIT Gandhinagar,CE,OBC-NCL,4,6945,7970
IIT Gandhinagar,CE,SC,4,12466,13543
IIT Gandhinagar,CE,ST,4,14961,16893
IIT Gandhinagar,ME,GEN,4,3902,4769
IIT Gandhinagar,ME,GEN-EWS,4,4819,5591
IIT Gandhinagar,ME,OBC-NCL,4,5502,6386
IIT Gandhinagar,ME,SC,4,9954,11410
IIT Gandhinagar,ME,ST,4,12094,14047
IIT Goa,CSE,GEN,4,550,2052
IIT Goa,CSE,GEN-EWS,4,623,1328
IIT Goa,CSE,OBC-NCL,4,603,1803
IIT Goa,CSE,SC,4,1260,3065
IIT Goa,CSE,ST,4,1570,3148
IIT Goa,ECE,GEN,4,1997,3644
IIT Goa,ECE,GEN-EWS,4,2369,3501
IIT Goa,ECE,OBC-NCL,4,2808,4013
IIT Goa,ECE,SC,4,5066,5690
IIT Goa,ECE,ST,4,5988,6763
IIT Goa,EE,GEN,4,3008,4483
IIT Goa,EE,GEN-EWS,4,3523,5099
IIT Goa,EE,OBC-NCL,4,4112,6061
IIT Goa,EE,SC,4,7503,9390
IIT Goa,EE,ST,4,9082,9948
IIT Goa,CE,GEN,4,5002,6422
IIT Goa,CE,GEN-EWS,4,5905,7868
IIT Goa,CE,OBC-NCL,4,7073,8432
IIT Goa,CE,SC,4,12600,14340
IIT Goa,CE,ST,4,14974,16429
IIT Goa,ME,GEN,4,3935,5072
IIT Goa,ME,GEN-EWS,4,4800,6369
IIT Goa,ME,OBC-NCL,4,5598,6782
IIT Goa,ME,SC,4,10029,10773
IIT Goa,ME,ST,4,11952,13778
IIT Guwahati,CSE,GEN,4,526,2302
IIT Guwahati,CSE,GEN-EWS,4,555,1070
IIT Guwahati,CSE,OBC-NCL,4,701,1652
IIT Guwahati,CSE,SC,4,1214,3159
IIT Guwahati,CSE,ST,4,1479,2917
IIT Guwahati,ECE,GEN,4,1925,3157
IIT Guwahati,ECE,GEN-EWS,4,2373,3111
IIT Guwahati,ECE,OBC-NCL,4,2885,4420
IIT Guwahati,ECE,SC,4,5097,6539
IIT Guwahati,ECE,ST,4,6065,7646
IIT Guwahati,EE,GEN,4,3017,4972
IIT Guwahati,EE,GEN-EWS,4,3599,4715
IIT Guwahati,EE,OBC-NCL,4,4270,5329
IIT Guwahati,EE,SC,4,7453,8416
IIT Guwahati,EE,ST,4,9074,10278
IIT Guwahati,CE,GEN,4,4911,5845
IIT Guwahati,CE,GEN-EWS,4,6046,7770
IIT Guwahati,CE,OBC-NCL,4,6932,8321
IIT Guwahati,CE,SC,4,12500,13792
IIT Guwahati,CE,ST,4,14918,15718
IIT Guwahati,ME,GEN,4,3907,5169
IIT Guwahati,ME,GEN-EWS,4,4760,6355
IIT Guwahati,ME,OBC-NCL,4,5510,6862
IIT Guwahati,ME,SC,4,10024,11531
IIT Guwahati,ME,ST,4,12065,13779
IIT Hyderabad,CSE,GEN,4,424,2122
IIT Hyderabad,CSE,GEN-EWS,4,649,1792
IIT Hyderabad,CSE,OBC-NCL,4,697,1522
IIT Hyderabad,CSE,SC,4,1203,2644
IIT Hyderabad,CSE,ST,4,1565,3471
IIT Hyderabad,ECE,GEN,4,2070,2689
IIT Hyderabad,ECE,GEN-EWS,4,2453,4228
IIT Hyderabad,ECE,OBC-NCL,4,2711,3628
IIT Hyderabad,ECE,SC,4,4969,6809
IIT Hyderabad,ECE,ST,4,6002,7353
IIT Hyderabad,EE,GEN,4,3077,4080
IIT Hyderabad,EE,GEN-EWS,4,3681,4743
IIT Hyderabad,EE,OBC-NCL,4,4166,5076
IIT Hyderabad,EE,SC,4,7503,8548
IIT Hyderabad,EE,ST,4,8938,9934
IIT Hyderabad,CE,GEN,4,4973,6458
IIT Hyderabad,CE,GEN-EWS,4,5955,6698
IIT Hyderabad,CE,OBC-NCL,4,7022,7798
IIT Hyderabad,CE,SC,4,12466,12991
IIT Hyderabad,CE,ST,4,14968,16705
IIT Hyderabad,ME,GEN,4,3957,4997
IIT Hyderabad,ME,GEN-EWS,4,4860,6006
IIT Hyderabad,ME,OBC-NCL,4,5550,6581
IIT Hyderabad,ME,SC,4,10056,11786
IIT Hyderabad,ME,ST,4,11987,13198
IIT Indore,CSE,GEN,4,523,1227
IIT Indore,CSE,GEN-EWS,4,666,1971
IIT Indore,CSE,OBC-NCL,4,611,1604
IIT Indore,CSE,SC,4,1268,3159
IIT Indore,CSE,ST,4,1590,2268
IIT Indore,ECE,GEN,4,2029,3782
IIT Indore,ECE,GEN-EWS,4,2399,3499
IIT Indore,ECE,OBC-NCL,4,2809,3543
IIT Indore,ECE,SC,4,4922,6215
IIT Indore,ECE,ST,4,5928,7444
IIT Indore,EE,GEN,4,2980,3488
IIT Indore,EE,GEN-EWS,4,3545,4826
IIT Indore,EE,OBC-NCL,4,4226,5559
IIT Indore,EE,SC,4,7515,9145
IIT Indore,EE,ST,4,8906,10862
IIT Indore,CE,GEN,4,4989,6246
IIT Indore,CE,GEN-EWS,4,5962,7118
IIT Indore,CE,OBC-NCL,4,6967,7579
IIT Indore,CE,SC,4,12411,13395
IIT Indore,CE,ST,4,14926,16230
IIT Indore,ME,GEN,4,4000,5599
IIT Indore,ME,GEN-EWS,4,4813,6236
IIT Indore,ME,OBC-NCL,4,5648,6828
IIT Indore,ME,SC,4,9981,10876
IIT Indore,ME,ST,4,12032,13374
IIT Jammu,CSE,GEN,4,568,2051
IIT Jammu,CSE,GEN-EWS,4,588,1364
IIT Jammu,CSE,OBC-NCL,4,766,1390
IIT Jammu,CSE,SC,4,1154,1977
IIT Jammu,CSE,ST,4,1409,2414
IIT Jammu,ECE,GEN,4,1956,2736
IIT Jammu,ECE,GEN-EWS,4,2310,3663
IIT Jammu,ECE,OBC-NCL,4,2714,3658
IIT Jammu,ECE,SC,4,5028,6643
IIT Jammu,ECE,ST,4,5901,7282
IIT Jammu,EE,GEN,4,3054,4874
IIT Jammu,EE,GEN-EWS,4,3505,4223
IIT Jammu,EE,OBC-NCL,4,4272,5711
IIT Jammu,EE,SC,4,7491,8887
IIT Jammu,EE,ST,4,8972,9936
IIT Jammu,CE,GEN,4,4911,6426
IIT Jammu,CE,GEN-EWS,4,5903,7672
IIT Jammu,CE,OBC-NCL,4,6908,8181
IIT Jammu,CE,SC,4,12554,13906
IIT Jammu,CE,ST,4,14929,15728
IIT Jammu,ME,GEN,4,4075,5127
IIT Jammu,ME,GEN-EWS,4,4773,6169
IIT Jammu,ME,OBC-NCL,4,5569,6705
IIT Jammu,ME,SC,4,9971,11699
IIT Jammu,ME,ST,4,11913,13790
IIT Jodhpur,CSE,GEN,4,598,2552
IIT Jodhpur,CSE,GEN-EWS,4,640,1525
IIT Jodhpur,CSE,OBC-NCL,4,701,2258
IIT Jodhpur,CSE,SC,4,1289,2194
IIT Jodhpur,CSE,ST,4,1494,2310
IIT Jodhpur,ECE,GEN,4,1979,3175
IIT Jodhpur,ECE,GEN-EWS,4,2380,4172
IIT Jodhpur,ECE,OBC-NCL,4,2816,3511
IIT Jodhpur,ECE,SC,4,5033,6474
IIT Jodhpur,ECE,ST,4,5991,6735
IIT Jodhpur,EE,GEN,4,2909,3920
IIT Jodhpur,EE,GEN-EWS,4,3649,5589
IIT Jodhpur,EE,OBC-NCL,4,4218,5106
IIT Jodhpur,EE,SC,4,7570,8233
IIT Jodhpur,EE,ST,4,8924,9862
IIT Jodhpur,CE,GEN,4,5049,5951
IIT Jodhpur,CE,GEN-EWS,4,6034,8028
IIT Jodhpur,CE,OBC-NCL,4,7009,7560
IIT Jodhpur,CE,SC,4,12539,13162
IIT Jodhpur,CE,ST,4,15089,16717
IIT Jodhpur,ME,GEN,4,3985,4806
IIT Jodhpur,ME,GEN-EWS,4,4889,5601
IIT Jodhpur,ME,OBC-NCL,4,5513,7126
IIT Jodhpur,ME,SC,4,10099,11910
IIT Jodhpur,ME,ST,4,12079,13804
IIT Kanpur,CSE,GEN,4,565,2440
IIT Kanpur,CSE,GEN-EWS,4,687,2123
IIT Kanpur,CSE,OBC-NCL,4,692,2499
IIT Kanpur,CSE,SC,4,1344,1958
IIT Kanpur,CSE,ST,4,1567,3259
IIT Kanpur,ECE,GEN,4,1989,3610
IIT Kanpur,ECE,GEN-EWS,4,2419,3995
IIT Kanpur,ECE,OBC-NCL,4,2779,4707
IIT Kanpur,ECE,SC,4,4989,6876
IIT Kanpur,ECE,ST,4,6033,7941
IIT Kanpur,EE,GEN,4,3008,4173
IIT Kanpur,EE,GEN-EWS,4,3526,4146
IIT Kanpur,EE,OBC-NCL,4,4134,6086
IIT Kanpur,EE,SC,4,7570,8440
IIT Kanpur,EE,ST,4,9075,10094
IIT Kanpur,CE,GEN,4,4968,6675
IIT Kanpur,CE,GEN-EWS,4,6096,7857
IIT Kanpur,CE,OBC-NCL,4,6959,8030
IIT Kanpur,CE,SC,4,12567,14096
IIT Kanpur,CE,ST,4,14964,16007
IIT Kanpur,ME,GEN,4,3927,5853
IIT Kanpur,ME,GEN-EWS,4,4874,5614
IIT Kanpur,ME,OBC-NCL,4,5522,7014
IIT Kanpur,ME,SC,4,10075,12018
IIT Kanpur,ME,ST,4,12019,13458
IIT Kharagpur,CSE,GEN,4,541,1560
IIT Kharagpur,CSE,GEN-EWS,4,500,1353
IIT Kharagpur,CSE,OBC-NCL,4,739,2067
IIT Kharagpur,CSE,SC,4,1173,2488
IIT Kharagpur,CSE,ST,4,1537,2874
IIT Kharagpur,ECE,GEN,4,1940,2859
IIT Kharagpur,ECE,GEN-EWS,4,2487,3259
IIT Kharagpur,ECE,OBC-NCL,4,2865,3819
IIT Kharagpur,ECE,SC,4,4915,6369
IIT Kharagpur,ECE,ST,4,6013,6525
IIT Kharagpur,EE,GEN,4,3035,4978
IIT Kharagpur,EE,GEN-EWS,4,3640,5633
IIT Kharagpur,EE,OBC-NCL,4,4285,5071
IIT Kharagpur,EE,SC,4,7528,8686
IIT Kharagpur,EE,ST,4,8937,9563
IIT Kharagpur,CE,GEN,4,4946,6222
IIT Kharagpur,CE,GEN-EWS,4,5996,7005
IIT Kharagpur,CE,OBC-NCL,4,7062,7727
IIT Kharagpur,CE,SC,4,12583,13470
IIT Kharagpur,CE,ST,4,14910,16234
IIT Kharagpur,ME,GEN,4,4055,5685
IIT Kharagpur,ME,GEN-EWS,4,4862,5800
IIT Kharagpur,ME,OBC-NCL,4,5551,7006
IIT Kharagpur,ME,SC,4,9938,11417
IIT Kharagpur,ME,ST,4,11903,13305
IIT Madras,CSE,GEN,4,566,1508
IIT Madras,CSE,GEN-EWS,4,521,2150
IIT Madras,CSE,OBC-NCL,4,706,2397
IIT Madras,CSE,SC,4,1199,2473
IIT Madras,CSE,ST,4,1542,2399
IIT Madras,ECE,GEN,4,2065,3122
IIT Madras,ECE,GEN-EWS,4,2448,3444
IIT Madras,ECE,OBC-NCL,4,2821,3422
IIT Madras,ECE,SC,4,4987,5707
IIT Madras,ECE,ST,4,5920,6465
IIT Madras,EE,GEN,4,3059,4041
IIT Madras,EE,GEN-EWS,4,3700,5079
IIT Madras,EE,OBC-NCL,4,4129,5393
IIT Madras,EE,SC,4,7419,8081
IIT Madras,EE,ST,4,9057,10557
IIT Madras,CE,GEN,4,5044,7010
IIT Madras,CE,GEN-EWS,4,6036,6850
IIT Madras,CE,OBC-NCL,4,6952,8365
IIT Madras,CE,SC,4,12449,13931
IIT Madras,CE,ST,4,14971,16277
IIT Madras,ME,GEN,4,4042,5324
IIT Madras,ME,GEN-EWS,4,4782,5716
IIT Madras,ME,OBC-NCL,4,5614,7436
IIT Madras,ME,SC,4,10031,11113
IIT Madras,ME,ST,4,11927,13074
IIT Mandi,CSE,GEN,4,551,1192
IIT Mandi,CSE,GEN-EWS,4,634,2136
IIT Mandi,CSE,OBC-NCL,4,627,1830
IIT Mandi,CSE,SC,4,1246,2860
IIT Mandi,CSE,ST,4,1591,3429
IIT Mandi,ECE,GEN,4,2084,3842
IIT Mandi,ECE,GEN-EWS,4,2443,4310
IIT Mandi,ECE,OBC-NCL,4,2890,3462
IIT Mandi,ECE,SC,4,5029,6770
IIT Mandi,ECE,ST,4,5907,6900
IIT Mandi,EE,GEN,4,3096,4722
IIT Mandi,EE,GEN-EWS,4,3687,4871
IIT Mandi,EE,OBC-NCL,4,4204,5337
IIT Mandi,EE,SC,4,7441,9255
IIT Mandi,EE,ST,4,8984,9515
IIT Mandi,CE,GEN,4,5084,5737
IIT Mandi,CE,GEN-EWS,4,5996,7410
IIT Mandi,CE,OBC-NCL,4,6960,8560
IIT Mandi,CE,SC,4,12578,14211
IIT Mandi,CE,ST,4,15025,16682
IIT Mandi,ME,GEN,4,3955,5002
IIT Mandi,ME,GEN-EWS,4,4863,6230
IIT Mandi,ME,OBC-NCL,4,5682,6524
IIT Mandi,ME,SC,4,9978,10990
IIT Mandi,ME,ST,4,11964,13748
IIT Nagpur,CSE,GEN,4,412,1954
IIT Nagpur,CSE,GEN-EWS,4,651,2233
IIT Nagpur,CSE,OBC-NCL,4,607,2185
IIT Nagpur,CSE,SC,4,1342,2204
IIT Nagpur,CSE,ST,4,1449,2512
IIT Nagpur,ECE,GEN,4,2086,3644
IIT Nagpur,ECE,GEN-EWS,4,2340,3983
IIT Nagpur,ECE,OBC-NCL,4,2814,3986
IIT Nagpur,ECE,SC,4,4989,6249
IIT Nagpur,ECE,ST,4,5924,7084
IIT Nagpur,EE,GEN,4,2931,4116
IIT Nagpur,EE,GEN-EWS,4,3657,5065
IIT Nagpur,EE,OBC-NCL,4,4113,4737
IIT Nagpur,EE,SC,4,7561,8743
IIT Nagpur,EE,ST,4,8983,10709
IIT Nagpur,CE,GEN,4,4905,6490
IIT Nagpur,CE,GEN-EWS,4,5904,7501
IIT Nagpur,CE,OBC-NCL,4,6980,8558
IIT Nagpur,CE,SC,4,12548,14494
IIT Nagpur,CE,ST,4,15022,15857
IIT Nagpur,ME,GEN,4,3976,4782
IIT Nagpur,ME,GEN-EWS,4,4841,5759
IIT Nagpur,ME,OBC-NCL,4,5588,6706
IIT Nagpur,ME,SC,4,9947,11421
IIT Nagpur,ME,ST,4,12058,12675
IIT Palakkad,CSE,GEN,4,403,2094
IIT Palakkad,CSE,GEN-EWS,4,556,1256
IIT Palakkad,CSE,OBC-NCL,4,746,2149
IIT Palakkad,CSE,SC,4,1308,2217
IIT Palakkad,CSE,ST,4,1591,2509
IIT Palakkad,ECE,GEN,4,1911,3737
IIT Palakkad,ECE,GEN-EWS,4,2494,4321
IIT Palakkad,ECE,OBC-NCL,4,2721,4685
IIT Palakkad,ECE,SC,4,4982,6596
IIT Palakkad,ECE,ST,4,6051,6731
IIT Palakkad,EE,GEN,4,3066,4204
IIT Palakkad,EE,GEN-EWS,4,3686,4538
