Round,Institute,Department,Category,Opening Rank,Closing Rank
6,NIT Srinagar,Computer Science and Engineering,ST,10474,11957
6,NIT Srinagar,Computer Science and Engineering,GEN-EWS,3523,6257
6,NIT Srinagar,Electronics and Communication Engineering,GEN,447,2519
6,NIT Srinagar,Electronics and Communication Engineering,OBC-NCL,13158,14089
6,NIT Srinagar,Electronics and Communication Engineering,SC,4462,5784
6,NIT Srinagar,Electronics and Communication Engineering,ST,1315,2604
6,NIT Srinagar,Electronics and Communication Engineering,GEN-EWS,2279,3424
6,NIT Srinagar,Mechanical Engineering,GEN,3212,5903
6,NIT Srinagar,Mechanical Engineering,OBC-NCL,4693,6848
6,NIT Srinagar,Mechanical Engineering,SC,454,3035
6,NIT Srinagar,Mechanical Engineering,ST,5632,5846
6,NIT Srinagar,Mechanical Engineering,GEN-EWS,13029,15076
6,NIT Srinagar,Civil Engineering,GEN,5333,7037
6,NIT Srinagar,Civil Engineering,OBC-NCL,12986,13321
6,NIT Srinagar,Civil Engineering,SC,6191,6629
6,NIT Srinagar,Civil Engineering,ST,1730,3242
6,NIT Srinagar,Civil Engineering,GEN-EWS,8457,10850
6,NIT Srinagar,Electrical Engineering,GEN,8955,10812
6,NIT Srinagar,Electrical Engineering,OBC-NCL,10907,11247
6,NIT Srinagar,Electrical Engineering,SC,971,2009
6,NIT Srinagar,Electrical Engineering,ST,9993,11158
6,NIT Srinagar,Electrical Engineering,GEN-EWS,4985,6382
1,NIT Surathkal,Computer Science and Engineering,GEN,5878,6584
1,NIT Surathkal,Computer Science and Engineering,OBC-NCL,11340,13893
1,NIT Surathkal,Computer Science and Engineering,SC,7582,7863
1,NIT Surathkal,Computer Science and Engineering,ST,14463,17367
1,NIT Surathkal,Computer Science and Engineering,GEN-EWS,3207,5207
1,NIT Surathkal,Electronics and Communication Engineering,GEN,4868,6865
1,NIT Surathkal,Electronics and Communication Engineering,OBC-NCL,125,2441
1,NIT Surathkal,Electronics and Communication Engineering,SC,8349,10270
1,NIT Surathkal,Electronics and Communication Engineering,ST,4486,5751
1,NIT Surathkal,Electronics and Communication Engineering,GEN-EWS,2803,5127
1,NIT Surathkal,Mechanical Engineering,GEN,11296,13512
1,NIT Surathkal,Mechanical Engineering,OBC-NCL,8337,11291
1,NIT Surathkal,Mechanical Engineering,SC,2626,4274
1,NIT Surathkal,Mechanical Engineering,ST,4434,5822
1,NIT Surathkal,Mechanical Engineering,GEN-EWS,10244,11367
1,NIT Surathkal,Civil Engineering,GEN,3326,4279
1,NIT Surathkal,Civil Engineering,OBC-NCL,7194,9621
1,NIT Surathkal,Civil Engineering,SC,916,2730
1,NIT Surathkal,Civil Engineering,ST,13370,15225
1,NIT Surathkal,Civil Engineering,GEN-EWS,5663,5752
1,NIT Surathkal,Electrical Engineering,GEN,1413,1958
1,NIT Surathkal,Electrical Engineering,OBC-NCL,54,1628
1,NIT Surathkal,Electrical Engineering,SC,12018,12910
1,NIT Surathkal,Electrical Engineering,ST,5173,7671
1,NIT Surathkal,Electrical Engineering,GEN-EWS,12828,13197
2,NIT Surathkal,Computer Science and Engineering,GEN,2476,4697
2,NIT Surathkal,Computer Science and Engineering,OBC-NCL,4428,5388
2,NIT Surathkal,Computer Science and Engineering,SC,5142,6807
2,NIT Surathkal,Computer Science and Engineering,ST,3068,3909
2,NIT Surathkal,Computer Science and Engineering,GEN-EWS,6844,8868
2,NIT Surathkal,Electronics and Communication Engineering,GEN,9045,9684
2,NIT Surathkal,Electronics and Communication Engineering,OBC-NCL,6892,7168
2,NIT Surathkal,Electronics and Communication Engineering,SC,14532,16519
2,NIT Surathkal,Electronics and Communication Engineering,ST,6001,6650
2,NIT Surathkal,Electronics and Communication Engineering,GEN-EWS,12096,13879
2,NIT Surathkal,Mechanical Engineering,GEN,7283,8400
2,NIT Surathkal,Mechanical Engineering,OBC-NCL,5739,8429
2,NIT Surathkal,Mechanical Engineering,SC,12945,15149
2,NIT Surathkal,Mechanical Engineering,ST,12349,14147
2,NIT Surathkal,Mechanical Engineering,GEN-EWS,2914,5372
2,NIT Surathkal,Civil Engineering,GEN,10363,10469
2,NIT Surathkal,Civil Engineering,OBC-NCL,13400,16202
2,NIT Surathkal,Civil Engineering,SC,7057,8492
2,NIT Surathkal,Civil Engineering,ST,408,537
2,NIT Surathkal,Civil Engineering,GEN-EWS,1957,2818
2,NIT Surathkal,Electrical Engineering,GEN,14000,14577
2,NIT Surathkal,Electrical Engineering,OBC-NCL,9216,9859
2,NIT Surathkal,Electrical Engineering,SC,13773,16401
2,NIT Surathkal,Electrical Engineering,ST,9804,12386
2,NIT Surathkal,Electrical Engineering,GEN-EWS,5176,6535
3,NIT Surathkal,Computer Science and Engineering,GEN,531,2851
3,NIT Surathkal,Computer Science and Engineering,OBC-NCL,10206,10495
3,NIT Surathkal,Computer Science and Engineering,SC,13176,14138
3,NIT Surathkal,Computer Science and Engineering,ST,11877,13132
3,NIT Surathkal,Computer Science and Engineering,GEN-EWS,6854,8912
3,NIT Surathkal,Electronics and Communication Engineering,GEN,5249,7650
3,NIT Surathkal,Electronics and Communication Engineering,OBC-NCL,13712,15964
3,NIT Surathkal,Electronics and Communication Engineering,SC,4426,5506
3,NIT Surathkal,Electronics and Communication Engineering,ST,2379,3003
3,NIT Surathkal,Electronics and Communication Engineering,GEN-EWS,10532,12468
3,NIT Surathkal,Mechanical Engineering,GEN,3707,5610
3,NIT Surathkal,Mechanical Engineering,OBC-NCL,9648,10949
3,NIT Surathkal,Mechanical Engineering,SC,13006,15908
3,NIT Surathkal,Mechanical Engineering,ST,12524,15208
3,NIT Surathkal,Mechanical Engineering,GEN-EWS,6066,7336
3,NIT Surathkal,Civil Engineering,GEN,4387,5432
3,NIT Surathkal,Civil Engineering,OBC-NCL,4436,5780
3,NIT Surathkal,Civil Engineering,SC,13156,14938
3,NIT Surathkal,Civil Engineering,ST,1897,4390
3,NIT Surathkal,Civil Engineering,GEN-EWS,7538,10091
3,NIT Surathkal,Electrical Engineering,GEN,3423,6005
3,NIT Surathkal,Electrical Engineering,OBC-NCL,7371,9716
3,NIT Surathkal,Electrical Engineering,SC,9271,10276
3,NIT Surathkal,Electrical Engineering,ST,2784,3092
3,NIT Surathkal,Electrical Engineering,GEN-EWS,14497,15004
4,NIT Surathkal,Computer Science and Engineering,GEN,10636,13533
4,NIT Surathkal,Computer Science and Engineering,OBC-NCL,943,1719
4,NIT Surathkal,Computer Science and Engineering,SC,8302,8469
4,NIT Surathkal,Computer Science and Engineering,ST,2169,3606
4,NIT Surathkal,Computer Science and Engineering,GEN-EWS,10754,13285
4,NIT Surathkal,Electronics and Communication Engineering,GEN,10387,11872
4,NIT Surathkal,Electronics and Communication Engineering,OBC-NCL,1509,3689
4,NIT Surathkal,Electronics and Communication Engineering,SC,5996,6691
4,NIT Surathkal,Electronics and Communication Engineering,ST,8372,9281
4,NIT Surathkal,Electronics and Communication Engineering,GEN-EWS,3667,4295
4,NIT Surathkal,Mechanical Engineering,GEN,6807,7295
4,NIT Surathkal,Mechanical Engineering,OBC-NCL,12315,13800
4,NIT Surathkal,Mechanical Engineering,SC,8524,8664
4,NIT Surathkal,Mechanical Engineering,ST,8656,11574
4,NIT Surathkal,Mechanical Engineering,GEN-EWS,11377,13472
4,NIT Surathkal,Civil Engineering,GEN,1586,2964
4,NIT Surathkal,Civil Engineering,OBC-NCL,12612,14604
4,NIT Surathkal,Civil Engineering,SC,14233,16384
4,NIT Surathkal,Civil Engineering,ST,6516,7491
4,NIT Surathkal,Civil Engineering,GEN-EWS,3111,5017
4,NIT Surathkal,Electrical Engineering,GEN,14354,16878
4,NIT Surathkal,Electrical Engineering,OBC-NCL,11861,13350
4,NIT Surathkal,Electrical Engineering,SC,4102,4662
4,NIT Surathkal,Electrical Engineering,ST,1233,3710
4,NIT Surathkal,Electrical Engineering,GEN-EWS,12130,15120
5,NIT Surathkal,Computer Science and Engineering,GEN,9689,12556
5,NIT Surathkal,Computer Science and Engineering,OBC-NCL,14248,15586
5,NIT Surathkal,Computer Science and Engineering,SC,6793,8565
5,NIT Surathkal,Computer Science and Engineering,ST,1365,2897
5,NIT Surathkal,Computer Science and Engineering,GEN-EWS,14486,16077
5,NIT Surathkal,Electronics and Communication Engineering,GEN,10136,11299
5,NIT Surathkal,Electronics and Communication Engineering,OBC-NCL,7350,8768
5,NIT Surathkal,Electronics and Communication Engineering,SC,7345,8332
5,NIT Surathkal,Electronics and Communication Engineering,ST,7427,9679
5,NIT Surathkal,Electronics and Communication Engineering,GEN-EWS,8059,10695
5,NIT Surathkal,Mechanical Engineering,GEN,13335,16025
5,NIT Surathkal,Mechanical Engineering,OBC-NCL,13517,14108
5,NIT Surathkal,Mechanical Engineering,SC,4702,5009
5,NIT Surathkal,Mechanical Engineering,ST,6335,8450
5,NIT Surathkal,Mechanical Engineering,GEN-EWS,7554,9330
5,NIT Surathkal,Civil Engineering,GEN,10120,12961
5,NIT Surathkal,Civil Engineering,OBC-NCL,7470,9996
5,NIT Surathkal,Civil Engineering,SC,7048,7832
5,NIT Surathkal,Civil Engineering,ST,3506,5849
5,NIT Surathkal,Civil Engineering,GEN-EWS,4228,4514
5,NIT Surathkal,Electrical Engineering,GEN,6517,6595
5,NIT Surathkal,Electrical Engineering,OBC-NCL,14813,17759
5,NIT Surathkal,Electrical Engineering,SC,11688,12211
5,NIT Surathkal,Electrical Engineering,ST,4657,7488
5,NIT Surathkal,Electrical Engineering,GEN-EWS,12658,13794
6,NIT Surathkal,Computer Science and Engineering,GEN,5223,5642
6,NIT Surathkal,Computer Science and Engineering,OBC-NCL,2133,3493
6,NIT Surathkal,Computer Science and Engineering,SC,14031,14513
6,NIT Surathkal,Computer Science and Engineering,ST,8267,8842
6,NIT Surathkal,Computer Science and Engineering,GEN-EWS,10669,13222
6,NIT Surathkal,Electronics and Communication Engineering,GEN,2109,4773
6,NIT Surathkal,Electronics and Communication Engineering,OBC-NCL,5040,6262
6,NIT Surathkal,Electronics and Communication Engineering,SC,8940,9179
6,NIT Surathkal,Electronics and Communication Engineering,ST,9681,9827
6,NIT Surathkal,Electronics and Communication Engineering,GEN-EWS,9772,11484
6,NIT Surathkal,Mechanical Engineering,GEN,8215,9690
6,NIT Surathkal,Mechanical Engineering,OBC-NCL,13673,15991
6,NIT Surathkal,Mechanical Engineering,SC,1992,3523
6,NIT Surathkal,Mechanical Engineering,ST,640,1004
6,NIT Surathkal,Mechanical Engineering,GEN-EWS,6761,7965
6,NIT Surathkal,Civil Engineering,GEN,12218,14722
6,NIT Surathkal,Civil Engineering,OBC-NCL,12114,12695
6,NIT Surathkal,Civil Engineering,SC,7566,9658
6,NIT Surathkal,Civil Engineering,ST,2064,2431
6,NIT Surathkal,Civil Engineering,GEN-EWS,7611,10246
6,NIT Surathkal,Electrical Engineering,GEN,14317,17202
6,NIT Surathkal,Electrical Engineering,OBC-NCL,9472,10285
6,NIT Surathkal,Electrical Engineering,SC,9924,10242
6,NIT Surathkal,Electrical Engineering,ST,1931,3429
6,NIT Surathkal,Electrical Engineering,GEN-EWS,12977,13498
1,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN,4316,6390
1,NIT Surathkal(Karnataka),Computer Science and Engineering,OBC-NCL,2308,3284
1,NIT Surathkal(Karnataka),Computer Science and Engineering,SC,8050,9018
1,NIT Surathkal(Karnataka),Computer Science and Engineering,ST,4299,4585
1,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN-EWS,9967,12152
1,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN,8058,9682
1,NIT Surathkal(Karnataka),Electronics and Communication Engineering,OBC-NCL,1983,3023
1,NIT Surathkal(Karnataka),Electronics and Communication Engineering,SC,13607,15057
1,NIT Surathkal(Karnataka),Electronics and Communication Engineering,ST,2480,4931
1,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN-EWS,13101,15674
1,NIT Surathkal(Karnataka),Mechanical Engineering,GEN,6703,9466
1,NIT Surathkal(Karnataka),Mechanical Engineering,OBC-NCL,8721,10328
1,NIT Surathkal(Karnataka),Mechanical Engineering,SC,13179,13894
1,NIT Surathkal(Karnataka),Mechanical Engineering,ST,6451,7469
1,NIT Surathkal(Karnataka),Mechanical Engineering,GEN-EWS,6092,7421
1,NIT Surathkal(Karnataka),Civil Engineering,GEN,4889,7254
1,NIT Surathkal(Karnataka),Civil Engineering,OBC-NCL,9129,9672
1,NIT Surathkal(Karnataka),Civil Engineering,SC,11820,13097
1,NIT Surathkal(Karnataka),Civil Engineering,ST,9924,12923
1,NIT Surathkal(Karnataka),Civil Engineering,GEN-EWS,8811,10907
1,NIT Surathkal(Karnataka),Electrical Engineering,GEN,5465,6797
1,NIT Surathkal(Karnataka),Electrical Engineering,OBC-NCL,9428,9601
1,NIT Surathkal(Karnataka),Electrical Engineering,SC,11778,13531
1,NIT Surathkal(Karnataka),Electrical Engineering,ST,9614,11435
1,NIT Surathkal(Karnataka),Electrical Engineering,GEN-EWS,1443,4150
2,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN,4387,5831
2,NIT Surathkal(Karnataka),Computer Science and Engineering,OBC-NCL,13566,15179
2,NIT Surathkal(Karnataka),Computer Science and Engineering,SC,7685,9526
2,NIT Surathkal(Karnataka),Computer Science and Engineering,ST,171,2750
2,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN-EWS,11040,12677
2,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN,11505,13609
2,NIT Surathkal(Karnataka),Electronics and Communication Engineering,OBC-NCL,13954,14535
2,NIT Surathkal(Karnataka),Electronics and Communication Engineering,SC,1768,3124
2,NIT Surathkal(Karnataka),Electronics and Communication Engineering,ST,14791,15076
2,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN-EWS,2591,2724
2,NIT Surathkal(Karnataka),Mechanical Engineering,GEN,1492,1930
2,NIT Surathkal(Karnataka),Mechanical Engineering,OBC-NCL,13940,16667
2,NIT Surathkal(Karnataka),Mechanical Engineering,SC,10360,11184
2,NIT Surathkal(Karnataka),Mechanical Engineering,ST,3313,5091
2,NIT Surathkal(Karnataka),Mechanical Engineering,GEN-EWS,12098,13316
2,NIT Surathkal(Karnataka),Civil Engineering,GEN,2656,4378
2,NIT Surathkal(Karnataka),Civil Engineering,OBC-NCL,14747,15734
2,NIT Surathkal(Karnataka),Civil Engineering,SC,9637,11769
2,NIT Surathkal(Karnataka),Civil Engineering,ST,712,1555
2,NIT Surathkal(Karnataka),Civil Engineering,GEN-EWS,1856,3508
2,NIT Surathkal(Karnataka),Electrical Engineering,GEN,7547,9504
2,NIT Surathkal(Karnataka),Electrical Engineering,OBC-NCL,1913,3159
2,NIT Surathkal(Karnataka),Electrical Engineering,SC,2683,4077
2,NIT Surathkal(Karnataka),Electrical Engineering,ST,5763,7338
2,NIT Surathkal(Karnataka),Electrical Engineering,GEN-EWS,4925,5933
3,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN,4811,7015
3,NIT Surathkal(Karnataka),Computer Science and Engineering,OBC-NCL,8445,10822
3,NIT Surathkal(Karnataka),Computer Science and Engineering,SC,355,2721
3,NIT Surathkal(Karnataka),Computer Science and Engineering,ST,14978,17256
3,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN-EWS,1467,3117
3,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN,7607,9722
3,NIT Surathkal(Karnataka),Electronics and Communication Engineering,OBC-NCL,574,2529
3,NIT Surathkal(Karnataka),Electronics and Communication Engineering,SC,4664,7145
3,NIT Surathkal(Karnataka),Electronics and Communication Engineering,ST,723,1364
3,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN-EWS,9932,10724
3,NIT Surathkal(Karnataka),Mechanical Engineering,GEN,12058,12875
3,NIT Surathkal(Karnataka),Mechanical Engineering,OBC-NCL,877,979
3,NIT Surathkal(Karnataka),Mechanical Engineering,SC,12244,13392
3,NIT Surathkal(Karnataka),Mechanical Engineering,ST,7106,9920
3,NIT Surathkal(Karnataka),Mechanical Engineering,GEN-EWS,9035,11601
3,NIT Surathkal(Karnataka),Civil Engineering,GEN,3257,5793
3,NIT Surathkal(Karnataka),Civil Engineering,OBC-NCL,1668,4307
3,NIT Surathkal(Karnataka),Civil Engineering,SC,750,1746
3,NIT Surathkal(Karnataka),Civil Engineering,ST,11584,13122
3,NIT Surathkal(Karnataka),Civil Engineering,GEN-EWS,6519,8930
3,NIT Surathkal(Karnataka),Electrical Engineering,GEN,1352,3418
3,NIT Surathkal(Karnataka),Electrical Engineering,OBC-NCL,7270,7729
3,NIT Surathkal(Karnataka),Electrical Engineering,SC,14874,17207
3,NIT Surathkal(Karnataka),Electrical Engineering,ST,2906,5384
3,NIT Surathkal(Karnataka),Electrical Engineering,GEN-EWS,9234,11668
4,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN,6565,8964
4,NIT Surathkal(Karnataka),Computer Science and Engineering,OBC-NCL,8628,9089
4,NIT Surathkal(Karnataka),Computer Science and Engineering,SC,6650,7600
4,NIT Surathkal(Karnataka),Computer Science and Engineering,ST,6756,7672
4,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN-EWS,14509,17288
4,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN,13026,14717
4,NIT Surathkal(Karnataka),Electronics and Communication Engineering,OBC-NCL,2030,4871
4,NIT Surathkal(Karnataka),Electronics and Communication Engineering,SC,4712,7153
4,NIT Surathkal(Karnataka),Electronics and Communication Engineering,ST,8177,9964
4,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN-EWS,5005,7079
4,NIT Surathkal(Karnataka),Mechanical Engineering,GEN,6192,7695
4,NIT Surathkal(Karnataka),Mechanical Engineering,OBC-NCL,3145,5123
4,NIT Surathkal(Karnataka),Mechanical Engineering,SC,6035,8623
4,NIT Surathkal(Karnataka),Mechanical Engineering,ST,11192,13363
4,NIT Surathkal(Karnataka),Mechanical Engineering,GEN-EWS,8970,9044
4,NIT Surathkal(Karnataka),Civil Engineering,GEN,12306,13251
4,NIT Surathkal(Karnataka),Civil Engineering,OBC-NCL,10601,13504
4,NIT Surathkal(Karnataka),Civil Engineering,SC,14497,16114
4,NIT Surathkal(Karnataka),Civil Engineering,ST,1634,3335
4,NIT Surathkal(Karnataka),Civil Engineering,GEN-EWS,2004,3296
4,NIT Surathkal(Karnataka),Electrical Engineering,GEN,9592,10020
4,NIT Surathkal(Karnataka),Electrical Engineering,OBC-NCL,5902,6653
4,NIT Surathkal(Karnataka),Electrical Engineering,SC,12146,13274
4,NIT Surathkal(Karnataka),Electrical Engineering,ST,1732,2438
4,NIT Surathkal(Karnataka),Electrical Engineering,GEN-EWS,5518,7746
5,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN,6003,7832
5,NIT Surathkal(Karnataka),Computer Science and Engineering,OBC-NCL,6186,7518
5,NIT Surathkal(Karnataka),Computer Science and Engineering,SC,8902,11883
5,NIT Surathkal(Karnataka),Computer Science and Engineering,ST,13755,14405
5,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN-EWS,7868,10784
5,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN,7089,8531
5,NIT Surathkal(Karnataka),Electronics and Communication Engineering,OBC-NCL,11831,13858
5,NIT Surathkal(Karnataka),Electronics and Communication Engineering,SC,6756,7430
5,NIT Surathkal(Karnataka),Electronics and Communication Engineering,ST,8328,10667
5,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN-EWS,856,2340
5,NIT Surathkal(Karnataka),Mechanical Engineering,GEN,12339,13439
5,NIT Surathkal(Karnataka),Mechanical Engineering,OBC-NCL,13452,16140
5,NIT Surathkal(Karnataka),Mechanical Engineering,SC,4746,4994
5,NIT Surathkal(Karnataka),Mechanical Engineering,ST,7258,9115
5,NIT Surathkal(Karnataka),Mechanical Engineering,GEN-EWS,516,2939
5,NIT Surathkal(Karnataka),Civil Engineering,GEN,4579,7090
5,NIT Surathkal(Karnataka),Civil Engineering,OBC-NCL,10269,11352
5,NIT Surathkal(Karnataka),Civil Engineering,SC,4022,4314
5,NIT Surathkal(Karnataka),Civil Engineering,ST,13332,14674
5,NIT Surathkal(Karnataka),Civil Engineering,GEN-EWS,3437,5752
5,NIT Surathkal(Karnataka),Electrical Engineering,GEN,5074,6448
5,NIT Surathkal(Karnataka),Electrical Engineering,OBC-NCL,10224,11175
5,NIT Surathkal(Karnataka),Electrical Engineering,SC,14573,15534
5,NIT Surathkal(Karnataka),Electrical Engineering,ST,8507,10428
5,NIT Surathkal(Karnataka),Electrical Engineering,GEN-EWS,951,1768
6,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN,2656,3981
6,NIT Surathkal(Karnataka),Computer Science and Engineering,OBC-NCL,7807,8950
6,NIT Surathkal(Karnataka),Computer Science and Engineering,SC,2985,3268
6,NIT Surathkal(Karnataka),Computer Science and Engineering,ST,1708,2263
6,NIT Surathkal(Karnataka),Computer Science and Engineering,GEN-EWS,12121,14256
6,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN,4240,6060
6,NIT Surathkal(Karnataka),Electronics and Communication Engineering,OBC-NCL,11400,11670
6,NIT Surathkal(Karnataka),Electronics and Communication Engineering,SC,5396,7521
6,NIT Surathkal(Karnataka),Electronics and Communication Engineering,ST,3467,6241
6,NIT Surathkal(Karnataka),Electronics and Communication Engineering,GEN-EWS,5185,6891
6,NIT Surathkal(Karnataka),Mechanical Engineering,GEN,3848,4765
6,NIT Surathkal(Karnataka),Mechanical Engineering,OBC-NCL,7517,10491
6,NIT Surathkal(Karnataka),Mechanical Engineering,SC,7841,9218
6,NIT Surathkal(Karnataka),Mechanical Engineering,ST,3997,5060
6,NIT Surathkal(Karnataka),Mechanical Engineering,GEN-EWS,14213,15171
6,NIT Surathkal(Karnataka),Civil Engineering,GEN,5391,5925
6,NIT Surathkal(Karnataka),Civil Engineering,OBC-NCL,4561,5013
6,NIT Surathkal(Karnataka),Civil Engineering,SC,937,3275
6,NIT Surathkal(Karnataka),Civil Engineering,ST,903,1523
6,NIT Surathkal(Karnataka),Civil Engineering,GEN-EWS,14869,17376
6,NIT Surathkal(Karnataka),Electrical Engineering,GEN,6372,7234
6,NIT Surathkal(Karnataka),Electrical Engineering,OBC-NCL,2771,5561
6,NIT Surathkal(Karnataka),Electrical Engineering,SC,6137,8509
6,NIT Surathkal(Karnataka),Electrical Engineering,ST,13907,16323
6,NIT Surathkal(Karnataka),Electrical Engineering,GEN-EWS,12523,14371
1,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,GEN,7772,10383
1,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,OBC-NCL,14900,15431
1,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,SC,7606,9662
1,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,ST,4590,5389
1,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,GEN-EWS,12769,15097
1,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,GEN,11073,11981
1,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,OBC-NCL,1306,2110
1,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,SC,4651,7436
1,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,ST,949,3860
1,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,GEN-EWS,13709,14290
1,NIT Tiruchirappalli(Trichy),Mechanical Engineering,GEN,1171,1412
1,NIT Tiruchirappalli(Trichy),Mechanical Engineering,OBC-NCL,6737,7895
1,NIT Tiruchirappalli(Trichy),Mechanical Engineering,SC,11102,13829
1,NIT Tiruchirappalli(Trichy),Mechanical Engineering,ST,8489,9415
1,NIT Tiruchirappalli(Trichy),Mechanical Engineering,GEN-EWS,12245,13185
1,NIT Tiruchirappalli(Trichy),Civil Engineering,GEN,4470,6282
1,NIT Tiruchirappalli(Trichy),Civil Engineering,OBC-NCL,1947,3084
1,NIT Tiruchirappalli(Trichy),Civil Engineering,SC,3711,5159
1,NIT Tiruchirappalli(Trichy),Civil Engineering,ST,14267,15695
1,NIT Tiruchirappalli(Trichy),Civil Engineering,GEN-EWS,6342,6710
1,NIT Tiruchirappalli(Trichy),Electrical Engineering,GEN,12736,15612
1,NIT Tiruchirappalli(Trichy),Electrical Engineering,OBC-NCL,1426,2863
1,NIT Tiruchirappalli(Trichy),Electrical Engineering,SC,8070,10647
1,NIT Tiruchirappalli(Trichy),Electrical Engineering,ST,9842,11453
1,NIT Tiruchirappalli(Trichy),Electrical Engineering,GEN-EWS,13052,13922
2,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,GEN,12116,13430
2,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,OBC-NCL,8670,9096
2,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,SC,10579,12889
2,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,ST,3821,5058
2,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,GEN-EWS,3256,4548
2,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,GEN,11756,12068
2,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,OBC-NCL,9141,12062
2,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,SC,10666,13529
2,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,ST,328,1953
2,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,GEN-EWS,3154,3932
2,NIT Tiruchirappalli(Trichy),Mechanical Engineering,GEN,10013,12427
2,NIT Tiruchirappalli(Trichy),Mechanical Engineering,OBC-NCL,10722,11464
2,NIT Tiruchirappalli(Trichy),Mechanical Engineering,SC,4552,6623
2,NIT Tiruchirappalli(Trichy),Mechanical Engineering,ST,1696,1992
2,NIT Tiruchirappalli(Trichy),Mechanical Engineering,GEN-EWS,10295,12019
2,NIT Tiruchirappalli(Trichy),Civil Engineering,GEN,3081,5210
2,NIT Tiruchirappalli(Trichy),Civil Engineering,OBC-NCL,4180,5100
2,NIT Tiruchirappalli(Trichy),Civil Engineering,SC,1570,4120
2,NIT Tiruchirappalli(Trichy),Civil Engineering,ST,5193,5722
2,NIT Tiruchirappalli(Trichy),Civil Engineering,GEN-EWS,12648,14831
2,NIT Tiruchirappalli(Trichy),Electrical Engineering,GEN,3579,4051
2,NIT Tiruchirappalli(Trichy),Electrical Engineering,OBC-NCL,6662,7352
2,NIT Tiruchirappalli(Trichy),Electrical Engineering,SC,3432,3810
2,NIT Tiruchirappalli(Trichy),Electrical Engineering,ST,14161,16995
2,NIT Tiruchirappalli(Trichy),Electrical Engineering,GEN-EWS,13146,14015
3,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,GEN,647,2866
3,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,OBC-NCL,5439,8396
3,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,SC,12459,15142
3,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,ST,6220,6721
3,NIT Tiruchirappalli(Trichy),Computer Science and Engineering,GEN-EWS,2999,5734
3,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,GEN,13158,15287
3,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,OBC-NCL,2692,3919
3,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,SC,11790,13272
3,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,ST,2161,3520
3,NIT Tiruchirappalli(Trichy),Electronics and Communication Engineering,GEN-EWS,2700,2914
3,NIT Tiruchirappalli(Trichy),Mechanical Engineering,GEN,9122,11307
3,NIT Tiruchirappalli(Trichy),Mechanical Engineering,OBC-NCL,7149,9447
3,NIT Tiruchirappalli(Trichy),Mechanical Engineering,SC,4943,5188
3,NIT Tiruchirappalli(Trichy),Mechanical Engineering,ST,11096,12048
